candidate_id,iteration,reference_cluster,matched_resample_cluster,jaccard
R1_PCA_85__KMEANS__K5,406,4,4,1.0
R1_PCA_85__KMEANS__K5,407,0,1,1.0
R1_PCA_85__KMEANS__K5,407,1,3,0.75
R1_PCA_85__KMEANS__K5,407,2,4,0.8888888888888888
R1_PCA_85__KMEANS__K5,407,3,2,1.0
R1_PCA_85__KMEANS__K5,407,4,0,0.7619047619047619
R1_PCA_85__KMEANS__K5,408,0,1,0.9230769230769231
R1_PCA_85__KMEANS__K5,408,1,3,0.7142857142857143
R1_PCA_85__KMEANS__K5,408,2,4,1.0
R1_PCA_85__KMEANS__K5,408,3,2,1.0
R1_PCA_85__KMEANS__K5,408,4,0,0.5882352941176471
R1_PCA_85__KMEANS__K5,409,0,2,0.9090909090909091
R1_PCA_85__KMEANS__K5,409,1,1,0.7142857142857143
R1_PCA_85__KMEANS__K5,409,2,3,1.0
R1_PCA_85__KMEANS__K5,409,3,0,1.0
R1_PCA_85__KMEANS__K5,409,4,4,0.5625
R1_PCA_85__KMEANS__K5,410,0,2,1.0
R1_PCA_85__KMEANS__K5,410,1,1,0.7368421052631579
R1_PCA_85__KMEANS__K5,410,2,4,1.0
R1_PCA_85__KMEANS__K5,410,3,0,1.0
R1_PCA_85__KMEANS__K5,410,4,3,0.7058823529411765
R1_PCA_85__KMEANS__K5,411,0,1,1.0
R1_PCA_85__KMEANS__K5,411,1,2,0.7142857142857143
R1_PCA_85__KMEANS__K5,411,2,3,0.9090909090909091
R1_PCA_85__KMEANS__K5,411,3,0,1.0
R1_PCA_85__KMEANS__K5,411,4,4,0.6666666666666666
R1_PCA_85__KMEANS__K5,412,0,3,1.0
R1_PCA_85__KMEANS__K5,412,1,2,0.8888888888888888
R1_PCA_85__KMEANS__K5,412,2,1,0.9166666666666666
R1_PCA_85__KMEANS__K5,412,3,0,1.0
R1_PCA_85__KMEANS__K5,412,4,4,0.8333333333333334
R1_PCA_85__KMEANS__K5,413,0,3,1.0
R1_PCA_85__KMEANS__K5,413,1,4,0.6842105263157895
R1_PCA_85__KMEANS__K5,413,2,2,1.0
R1_PCA_85__KMEANS__K5,413,3,1,1.0
R1_PCA_85__KMEANS__K5,413,4,0,0.6666666666666666
R1_PCA_85__KMEANS__K5,414,0,1,1.0
R1_PCA_85__KMEANS__K5,414,1,2,1.0
R1_PCA_85__KMEANS__K5,414,2,4,0.9
R1_PCA_85__KMEANS__K5,414,3,0,1.0
R1_PCA_85__KMEANS__K5,414,4,3,0.9333333333333333
R1_PCA_85__KMEANS__K5,415,0,2,1.0
R1_PCA_85__KMEANS__K5,415,1,0,0.9230769230769231
R1_PCA_85__KMEANS__K5,415,2,3,1.0
R1_PCA_85__KMEANS__K5,415,3,4,1.0
R1_PCA_85__KMEANS__K5,415,4,1,0.9444444444444444
R1_PCA_85__KMEANS__K5,416,0,2,1.0
R1_PCA_85__KMEANS__K5,416,1,0,1.0
R1_PCA_85__KMEANS__K5,416,2,3,1.0
R1_PCA_85__KMEANS__K5,416,3,1,1.0
R1_PCA_85__KMEANS__K5,416,4,4,1.0
R1_PCA_85__KMEANS__K5,417,0,3,1.0
R1_PCA_85__KMEANS__K5,417,1,0,0.7142857142857143
R1_PCA_85__KMEANS__K5,417,2,2,1.0
R1_PCA_85__KMEANS__K5,417,3,1,1.0
R1_PCA_85__KMEANS__K5,417,4,4,0.6470588235294118
R1_PCA_85__KMEANS__K5,418,0,0,1.0
R1_PCA_85__KMEANS__K5,418,1,1,1.0
R1_PCA_85__KMEANS__K5,418,2,4,1.0
R1_PCA_85__KMEANS__K5,418,3,2,1.0
R1_PCA_85__KMEANS__K5,418,4,3,1.0
R1_PCA_85__KMEANS__K5,419,0,0,1.0
R1_PCA_85__KMEANS__K5,419,1,4,0.6956521739130435
R1_PCA_85__KMEANS__K5,419,2,2,0.9285714285714286
R1_PCA_85__KMEANS__K5,419,3,3,1.0
R1_PCA_85__KMEANS__K5,419,4,1,0.6666666666666666
R1_PCA_85__KMEANS__K5,420,0,3,1.0
R1_PCA_85__KMEANS__K5,420,1,1,1.0
R1_PCA_85__KMEANS__K5,420,2,4,1.0
R1_PCA_85__KMEANS__K5,420,3,2,1.0
R1_PCA_85__KMEANS__K5,420,4,0,1.0
R1_PCA_85__KMEANS__K5,421,0,3,1.0
R1_PCA_85__KMEANS__K5,421,1,1,1.0
R1_PCA_85__KMEANS__K5,421,2,0,1.0
R1_PCA_85__KMEANS__K5,421,3,4,1.0
R1_PCA_85__KMEANS__K5,421,4,2,1.0
R1_PCA_85__KMEANS__K5,422,0,2,1.0
R1_PCA_85__KMEANS__K5,422,1,3,1.0
R1_PCA_85__KMEANS__K5,422,2,0,1.0
R1_PCA_85__KMEANS__K5,422,3,1,1.0
R1_PCA_85__KMEANS__K5,422,4,4,1.0
R1_PCA_85__KMEANS__K5,423,0,3,1.0
R1_PCA_85__KMEANS__K5,423,1,2,1.0
R1_PCA_85__KMEANS__K5,423,2,0,1.0
R1_PCA_85__KMEANS__K5,423,3,1,1.0
R1_PCA_85__KMEANS__K5,423,4,4,1.0
R1_PCA_85__KMEANS__K5,424,0,2,1.0
R1_PCA_85__KMEANS__K5,424,1,4,1.0
R1_PCA_85__KMEANS__K5,424,2,0,1.0
R1_PCA_85__KMEANS__K5,424,3,1,0.6666666666666666
R1_PCA_85__KMEANS__K5,424,4,3,0.7333333333333333
R1_PCA_85__KMEANS__K5,425,0,4,1.0
R1_PCA_85__KMEANS__K5,425,1,2,0.7142857142857143
R1_PCA_85__KMEANS__K5,425,2,0,1.0
R1_PCA_85__KMEANS__K5,425,3,3,1.0
R1_PCA_85__KMEANS__K5,425,4,1,0.6666666666666666
R1_PCA_85__KMEANS__K5,426,0,0,1.0
R1_PCA_85__KMEANS__K5,426,1,1,1.0
R1_PCA_85__KMEANS__K5,426,2,4,0.9166666666666666
R1_PCA_85__KMEANS__K5,426,3,3,1.0
R1_PCA_85__KMEANS__K5,426,4,2,0.9285714285714286
R1_PCA_85__KMEANS__K5,427,0,3,1.0
R1_PCA_85__KMEANS__K5,427,1,0,0.75
R1_PCA_85__KMEANS__K5,427,2,2,0.9166666666666666
R1_PCA_85__KMEANS__K5,427,3,1,1.0
R1_PCA_85__KMEANS__K5,427,4,4,0.6470588235294118
R1_PCA_85__KMEANS__K5,428,0,4,1.0
R1_PCA_85__KMEANS__K5,428,1,1,1.0
R1_PCA_85__KMEANS__K5,428,2,0,1.0
R1_PCA_85__KMEANS__K5,428,3,2,1.0
R1_PCA_85__KMEANS__K5,428,4,3,1.0
R1_PCA_85__KMEANS__K5,429,0,2,1.0
R1_PCA_85__KMEANS__K5,429,1,1,0.6
R1_PCA_85__KMEANS__K5,429,2,4,0.9090909090909091
R1_PCA_85__KMEANS__K5,429,3,0,1.0
R1_PCA_85__KMEANS__K5,429,4,3,0.6111111111111112
R1_PCA_85__KMEANS__K5,430,0,2,1.0
R1_PCA_85__KMEANS__K5,430,1,3,1.0
R1_PCA_85__KMEANS__K5,430,2,0,0.9230769230769231
R1_PCA_85__KMEANS__K5,430,3,1,1.0
R1_PCA_85__KMEANS__K5,430,4,4,0.9375
R1_PCA_85__KMEANS__K5,431,0,3,1.0
R1_PCA_85__KMEANS__K5,431,1,4,0.7368421052631579
R1_PCA_85__KMEANS__K5,431,2,0,1.0
R1_PCA_85__KMEANS__K5,431,3,2,1.0
R1_PCA_85__KMEANS__K5,431,4,1,0.7058823529411765
R1_PCA_85__KMEANS__K5,432,0,4,1.0
R1_PCA_85__KMEANS__K5,432,1,0,0.6470588235294118
R1_PCA_85__KMEANS__K5,432,2,2,1.0
R1_PCA_85__KMEANS__K5,432,3,1,1.0
R1_PCA_85__KMEANS__K5,432,4,3,0.7142857142857143
R1_PCA_85__KMEANS__K5,433,0,4,0.9230769230769231
R1_PCA_85__KMEANS__K5,433,1,0,0.5555555555555556
R1_PCA_85__KMEANS__K5,433,2,3,0.7333333333333333
R1_PCA_85__KMEANS__K5,433,3,1,1.0
R1_PCA_85__KMEANS__K5,433,4,2,0.45
R1_PCA_85__KMEANS__K5,434,0,1,1.0
R1_PCA_85__KMEANS__K5,434,1,0,1.0
R1_PCA_85__KMEANS__K5,434,2,4,1.0
R1_PCA_85__KMEANS__K5,434,3,2,1.0
R1_PCA_85__KMEANS__K5,434,4,3,1.0
R1_PCA_85__KMEANS__K5,435,0,3,1.0
R1_PCA_85__KMEANS__K5,435,1,2,0.8
R1_PCA_85__KMEANS__K5,435,2,4,1.0
R1_PCA_85__KMEANS__K5,435,3,1,1.0
R1_PCA_85__KMEANS__K5,435,4,0,0.7647058823529411
R1_PCA_85__KMEANS__K5,436,0,2,1.0
R1_PCA_85__KMEANS__K5,436,1,0,0.631578947368421
R1_PCA_85__KMEANS__K5,436,2,3,0.9
R1_PCA_85__KMEANS__K5,436,3,1,1.0
R1_PCA_85__KMEANS__K5,436,4,4,0.6842105263157895
R1_PCA_85__KMEANS__K5,437,0,2,1.0
R1_PCA_85__KMEANS__K5,437,1,3,1.0
R1_PCA_85__KMEANS__K5,437,2,4,1.0
R1_PCA_85__KMEANS__K5,437,3,1,1.0
R1_PCA_85__KMEANS__K5,437,4,0,1.0
R1_PCA_85__KMEANS__K5,438,0,4,1.0
R1_PCA_85__KMEANS__K5,438,1,2,0.7777777777777778
R1_PCA_85__KMEANS__K5,438,2,1,1.0
R1_PCA_85__KMEANS__K5,438,3,0,1.0
R1_PCA_85__KMEANS__K5,438,4,3,0.75
R1_PCA_85__KMEANS__K5,439,0,3,0.9230769230769231
R1_PCA_85__KMEANS__K5,439,1,4,0.5217391304347826
R1_PCA_85__KMEANS__K5,439,2,2,0.8461538461538461
R1_PCA_85__KMEANS__K5,439,3,1,1.0
R1_PCA_85__KMEANS__K5,439,4,0,0.2631578947368421
R1_PCA_85__KMEANS__K5,440,0,4,0.75
R1_PCA_85__KMEANS__K5,440,1,2,1.0
R1_PCA_85__KMEANS__K5,440,2,0,0.7692307692307693
R1_PCA_85__KMEANS__K5,440,3,1,1.0
R1_PCA_85__KMEANS__K5,440,4,3,1.0
R1_PCA_85__KMEANS__K5,441,0,3,1.0
R1_PCA_85__KMEANS__K5,441,1,1,0.75
R1_PCA_85__KMEANS__K5,441,2,2,0.7692307692307693
R1_PCA_85__KMEANS__K5,441,3,0,1.0
R1_PCA_85__KMEANS__K5,441,4,4,0.5555555555555556
R1_PCA_85__KMEANS__K5,442,0,3,1.0
R1_PCA_85__KMEANS__K5,442,1,1,1.0
R1_PCA_85__KMEANS__K5,442,2,4,1.0
R1_PCA_85__KMEANS__K5,442,3,2,1.0
R1_PCA_85__KMEANS__K5,442,4,0,1.0
R1_PCA_85__KMEANS__K5,443,0,1,1.0
R1_PCA_85__KMEANS__K5,443,1,0,0.7222222222222222
R1_PCA_85__KMEANS__K5,443,2,4,0.9090909090909091
R1_PCA_85__KMEANS__K5,443,3,2,1.0
R1_PCA_85__KMEANS__K5,443,4,3,0.6666666666666666
R1_PCA_85__KMEANS__K5,444,0,0,0.75
R1_PCA_85__KMEANS__K5,444,1,1,1.0
R1_PCA_85__KMEANS__K5,444,2,3,0.8
R1_PCA_85__KMEANS__K5,444,3,2,1.0
R1_PCA_85__KMEANS__K5,444,4,4,1.0
R1_PCA_85__KMEANS__K5,445,0,0,1.0
R1_PCA_85__KMEANS__K5,445,1,4,1.0
R1_PCA_85__KMEANS__K5,445,2,3,1.0
R1_PCA_85__KMEANS__K5,445,3,2,1.0
R1_PCA_85__KMEANS__K5,445,4,1,1.0
R1_PCA_85__KMEANS__K5,446,0,2,1.0
R1_PCA_85__KMEANS__K5,446,1,4,1.0
R1_PCA_85__KMEANS__K5,446,2,0,1.0
R1_PCA_85__KMEANS__K5,446,3,1,1.0
R1_PCA_85__KMEANS__K5,446,4,3,1.0
R1_PCA_85__KMEANS__K5,447,0,4,1.0
R1_PCA_85__KMEANS__K5,447,1,0,0.782608695652174
R1_PCA_85__KMEANS__K5,447,2,2,0.75
R1_PCA_85__KMEANS__K5,447,3,3,1.0
R1_PCA_85__KMEANS__K5,447,4,1,0.5294117647058824
R1_PCA_85__KMEANS__K5,448,0,1,1.0
R1_PCA_85__KMEANS__K5,448,1,2,1.0
R1_PCA_85__KMEANS__K5,448,2,3,1.0
R1_PCA_85__KMEANS__K5,448,3,4,1.0
R1_PCA_85__KMEANS__K5,448,4,0,1.0
R1_PCA_85__KMEANS__K5,449,0,4,1.0
R1_PCA_85__KMEANS__K5,449,1,1,1.0
R1_PCA_85__KMEANS__K5,449,2,3,1.0
R1_PCA_85__KMEANS__K5,449,3,2,1.0
R1_PCA_85__KMEANS__K5,449,4,0,1.0
R1_PCA_85__KMEANS__K5,450,0,0,1.0
R1_PCA_85__KMEANS__K5,450,1,3,0.9375
R1_PCA_85__KMEANS__K5,450,2,4,1.0
R1_PCA_85__KMEANS__K5,450,3,1,1.0
R1_PCA_85__KMEANS__K5,450,4,2,0.9285714285714286
R1_PCA_85__KMEANS__K5,451,0,1,1.0
R1_PCA_85__KMEANS__K5,451,1,2,1.0
R1_PCA_85__KMEANS__K5,451,2,3,1.0
R1_PCA_85__KMEANS__K5,451,3,4,1.0
R1_PCA_85__KMEANS__K5,451,4,0,1.0
R1_PCA_85__KMEANS__K5,452,0,0,1.0
R1_PCA_85__KMEANS__K5,452,1,2,1.0
R1_PCA_85__KMEANS__K5,452,2,3,1.0
R1_PCA_85__KMEANS__K5,452,3,4,1.0
R1_PCA_85__KMEANS__K5,452,4,1,1.0
R1_PCA_85__KMEANS__K5,453,0,1,1.0
R1_PCA_85__KMEANS__K5,453,1,0,0.9411764705882353
R1_PCA_85__KMEANS__K5,453,2,4,1.0
R1_PCA_85__KMEANS__K5,453,3,3,1.0
R1_PCA_85__KMEANS__K5,453,4,2,0.9444444444444444
R1_PCA_85__KMEANS__K5,454,0,2,1.0
R1_PCA_85__KMEANS__K5,454,1,1,1.0
R1_PCA_85__KMEANS__K5,454,2,4,1.0
R1_PCA_85__KMEANS__K5,454,3,3,1.0
R1_PCA_85__KMEANS__K5,454,4,0,1.0
R1_PCA_85__KMEANS__K5,455,0,3,1.0
R1_PCA_85__KMEANS__K5,455,1,4,0.6875
R1_PCA_85__KMEANS__K5,455,2,0,1.0
R1_PCA_85__KMEANS__K5,455,3,2,1.0
R1_PCA_85__KMEANS__K5,455,4,1,0.7727272727272727
R1_PCA_85__KMEANS__K5,456,0,2,1.0
R1_PCA_85__KMEANS__K5,456,1,4,0.7333333333333333
R1_PCA_85__KMEANS__K5,456,2,3,1.0
R1_PCA_85__KMEANS__K5,456,3,1,1.0
R1_PCA_85__KMEANS__K5,456,4,0,0.8
R1_PCA_85__KMEANS__K5,457,0,3,1.0
R1_PCA_85__KMEANS__K5,457,1,2,0.6842105263157895
R1_PCA_85__KMEANS__K5,457,2,1,0.9166666666666666
R1_PCA_85__KMEANS__K5,457,3,4,1.0
R1_PCA_85__KMEANS__K5,457,4,0,0.6875
R1_PCA_85__KMEANS__K5,458,0,2,1.0
R1_PCA_85__KMEANS__K5,458,1,0,0.875
R1_PCA_85__KMEANS__K5,458,2,4,1.0
R1_PCA_85__KMEANS__K5,458,3,3,1.0
R1_PCA_85__KMEANS__K5,458,4,1,0.8666666666666667
R1_PCA_85__KMEANS__K5,459,0,4,1.0
R1_PCA_85__KMEANS__K5,459,1,2,1.0
R1_PCA_85__KMEANS__K5,459,2,3,0.9166666666666666
R1_PCA_85__KMEANS__K5,459,3,0,1.0
R1_PCA_85__KMEANS__K5,459,4,1,0.9333333333333333
R1_PCA_85__KMEANS__K5,460,0,1,1.0
R1_PCA_85__KMEANS__K5,460,1,4,1.0
R1_PCA_85__KMEANS__K5,460,2,2,1.0
R1_PCA_85__KMEANS__K5,460,3,3,1.0
R1_PCA_85__KMEANS__K5,460,4,0,1.0
R1_PCA_85__KMEANS__K5,461,0,2,1.0
R1_PCA_85__KMEANS__K5,461,1,1,0.7894736842105263
R1_PCA_85__KMEANS__K5,461,2,4,1.0
R1_PCA_85__KMEANS__K5,461,3,0,1.0
R1_PCA_85__KMEANS__K5,461,4,3,0.75
R1_PCA_85__KMEANS__K5,462,0,0,1.0
R1_PCA_85__KMEANS__K5,462,1,1,1.0
R1_PCA_85__KMEANS__K5,462,2,4,1.0
R1_PCA_85__KMEANS__K5,462,3,2,1.0
R1_PCA_85__KMEANS__K5,462,4,3,1.0
R1_PCA_85__KMEANS__K5,463,0,1,1.0
R1_PCA_85__KMEANS__K5,463,1,3,1.0
R1_PCA_85__KMEANS__K5,463,2,4,1.0
R1_PCA_85__KMEANS__K5,463,3,0,1.0
R1_PCA_85__KMEANS__K5,463,4,2,1.0
R1_PCA_85__KMEANS__K5,464,0,3,1.0
R1_PCA_85__KMEANS__K5,464,1,0,0.6363636363636364
R1_PCA_85__KMEANS__K5,464,2,2,0.9166666666666666
R1_PCA_85__KMEANS__K5,464,3,1,1.0
R1_PCA_85__KMEANS__K5,464,4,4,0.631578947368421
R1_PCA_85__KMEANS__K5,465,0,3,1.0
R1_PCA_85__KMEANS__K5,465,1,2,0.8
R1_PCA_85__KMEANS__K5,465,2,0,1.0
R1_PCA_85__KMEANS__K5,465,3,1,1.0
R1_PCA_85__KMEANS__K5,465,4,4,0.7333333333333333
R1_PCA_85__KMEANS__K5,466,0,1,1.0
R1_PCA_85__KMEANS__K5,466,1,0,0.6521739130434783
R1_PCA_85__KMEANS__K5,466,2,3,0.9090909090909091
R1_PCA_85__KMEANS__K5,466,3,4,1.0
R1_PCA_85__KMEANS__K5,466,4,2,0.6111111111111112
R1_PCA_85__KMEANS__K5,467,0,4,1.0
R1_PCA_85__KMEANS__K5,467,1,1,1.0
R1_PCA_85__KMEANS__K5,467,2,2,1.0
R1_PCA_85__KMEANS__K5,467,3,3,1.0
R1_PCA_85__KMEANS__K5,467,4,0,1.0
R1_PCA_85__KMEANS__K5,468,0,0,1.0
R1_PCA_85__KMEANS__K5,468,1,3,1.0
R1_PCA_85__KMEANS__K5,468,2,2,1.0
R1_PCA_85__KMEANS__K5,468,3,1,1.0
R1_PCA_85__KMEANS__K5,468,4,4,1.0
R1_PCA_85__KMEANS__K5,469,0,1,1.0
R1_PCA_85__KMEANS__K5,469,1,3,0.6818181818181818
R1_PCA_85__KMEANS__K5,469,2,0,1.0
R1_PCA_85__KMEANS__K5,469,3,2,1.0
R1_PCA_85__KMEANS__K5,469,4,4,0.5882352941176471
R1_PCA_85__KMEANS__K5,470,0,3,1.0
R1_PCA_85__KMEANS__K5,470,1,1,0.8947368421052632
R1_PCA_85__KMEANS__K5,470,2,4,0.8461538461538461
R1_PCA_85__KMEANS__K5,470,3,2,1.0
R1_PCA_85__KMEANS__K5,470,4,0,0.7333333333333333
R1_PCA_85__KMEANS__K5,471,0,4,1.0
R1_PCA_85__KMEANS__K5,471,1,0,0.6956521739130435
R1_PCA_85__KMEANS__K5,471,2,2,1.0
R1_PCA_85__KMEANS__K5,471,3,3,1.0
R1_PCA_85__KMEANS__K5,471,4,1,0.5882352941176471
R1_PCA_85__KMEANS__K5,472,0,2,1.0
R1_PCA_85__KMEANS__K5,472,1,0,0.6363636363636364
R1_PCA_85__KMEANS__K5,472,2,4,0.9090909090909091
R1_PCA_85__KMEANS__K5,472,3,1,1.0
R1_PCA_85__KMEANS__K5,472,4,3,0.631578947368421
R1_PCA_85__KMEANS__K5,473,0,3,1.0
R1_PCA_85__KMEANS__K5,473,1,1,0.8333333333333334
R1_PCA_85__KMEANS__K5,473,2,4,1.0
R1_PCA_85__KMEANS__K5,473,3,2,1.0
R1_PCA_85__KMEANS__K5,473,4,0,0.8235294117647058
R1_PCA_85__KMEANS__K5,474,0,4,1.0
R1_PCA_85__KMEANS__K5,474,1,2,0.6956521739130435
R1_PCA_85__KMEANS__K5,474,2,1,0.9166666666666666
R1_PCA_85__KMEANS__K5,474,3,3,1.0
R1_PCA_85__KMEANS__K5,474,4,0,0.6666666666666666
R1_PCA_85__KMEANS__K5,475,0,3,1.0
R1_PCA_85__KMEANS__K5,475,1,4,1.0
R1_PCA_85__KMEANS__K5,475,2,1,1.0
R1_PCA_85__KMEANS__K5,475,3,2,1.0
R1_PCA_85__KMEANS__K5,475,4,0,1.0
R1_PCA_85__KMEANS__K5,476,0,0,1.0
R1_PCA_85__KMEANS__K5,476,1,1,0.9473684210526315
R1_PCA_85__KMEANS__K5,476,2,4,0.8888888888888888
R1_PCA_85__KMEANS__K5,476,3,3,1.0
R1_PCA_85__KMEANS__K5,476,4,2,0.875
R1_PCA_85__KMEANS__K5,477,0,1,1.0
R1_PCA_85__KMEANS__K5,477,1,2,0.7142857142857143
R1_PCA_85__KMEANS__K5,477,2,3,1.0
R1_PCA_85__KMEANS__K5,477,3,4,1.0
R1_PCA_85__KMEANS__K5,477,4,0,0.625
R1_PCA_85__KMEANS__K5,478,0,0,1.0
R1_PCA_85__KMEANS__K5,478,1,2,1.0
R1_PCA_85__KMEANS__K5,478,2,4,1.0
R1_PCA_85__KMEANS__K5,478,3,3,1.0
R1_PCA_85__KMEANS__K5,478,4,1,1.0
R1_PCA_85__KMEANS__K5,479,0,3,1.0
R1_PCA_85__KMEANS__K5,479,1,4,0.6666666666666666
R1_PCA_85__KMEANS__K5,479,2,1,1.0
R1_PCA_85__KMEANS__K5,479,3,0,1.0
R1_PCA_85__KMEANS__K5,479,4,2,0.7142857142857143
R1_PCA_85__KMEANS__K5,480,0,3,1.0
R1_PCA_85__KMEANS__K5,480,1,4,1.0
R1_PCA_85__KMEANS__K5,480,2,1,1.0
R1_PCA_85__KMEANS__K5,480,3,2,1.0
R1_PCA_85__KMEANS__K5,480,4,0,1.0
R1_PCA_85__KMEANS__K5,481,0,1,1.0
R1_PCA_85__KMEANS__K5,481,1,0,0.75
R1_PCA_85__KMEANS__K5,481,2,4,0.9166666666666666
R1_PCA_85__KMEANS__K5,481,3,2,1.0
R1_PCA_85__KMEANS__K5,481,4,3,0.7333333333333333
R1_PCA_85__KMEANS__K5,482,0,4,0.9090909090909091
R1_PCA_85__KMEANS__K5,482,1,0,0.5555555555555556
R1_PCA_85__KMEANS__K5,482,2,2,0.8
R1_PCA_85__KMEANS__K5,482,3,1,1.0
R1_PCA_85__KMEANS__K5,482,4,3,0.6
R1_PCA_85__KMEANS__K5,483,0,4,1.0
R1_PCA_85__KMEANS__K5,483,1,2,0.65
R1_PCA_85__KMEANS__K5,483,2,0,1.0
R1_PCA_85__KMEANS__K5,483,3,3,1.0
R1_PCA_85__KMEANS__K5,483,4,1,0.631578947368421
R1_PCA_85__KMEANS__K5,484,0,2,1.0
R1_PCA_85__KMEANS__K5,484,1,3,0.6470588235294118
R1_PCA_85__KMEANS__K5,484,2,0,0.9166666666666666
R1_PCA_85__KMEANS__K5,484,3,1,1.0
R1_PCA_85__KMEANS__K5,484,4,4,0.6875
R1_PCA_85__KMEANS__K5,485,0,4,1.0
R1_PCA_85__KMEANS__K5,485,1,1,1.0
R1_PCA_85__KMEANS__K5,485,2,3,1.0
R1_PCA_85__KMEANS__K5,485,3,2,1.0
R1_PCA_85__KMEANS__K5,485,4,0,1.0
R1_PCA_85__KMEANS__K5,486,0,0,1.0
R1_PCA_85__KMEANS__K5,486,1,3,0.6875
R1_PCA_85__KMEANS__K5,486,2,1,0.9230769230769231
R1_PCA_85__KMEANS__K5,486,3,2,1.0
R1_PCA_85__KMEANS__K5,486,4,4,0.6666666666666666
R1_PCA_85__KMEANS__K5,487,0,0,1.0
R1_PCA_85__KMEANS__K5,487,1,4,0.8666666666666667
R1_PCA_85__KMEANS__K5,487,2,2,1.0
R1_PCA_85__KMEANS__K5,487,3,3,1.0
R1_PCA_85__KMEANS__K5,487,4,1,0.8823529411764706
R1_PCA_85__KMEANS__K5,488,0,0,1.0
R1_PCA_85__KMEANS__K5,488,1,1,0.6190476190476191
R1_PCA_85__KMEANS__K5,488,2,4,0.9230769230769231
R1_PCA_85__KMEANS__K5,488,3,2,1.0
R1_PCA_85__KMEANS__K5,488,4,3,0.5263157894736842
R1_PCA_85__KMEANS__K5,489,0,2,1.0
R1_PCA_85__KMEANS__K5,489,1,4,1.0
R1_PCA_85__KMEANS__K5,489,2,3,1.0
R1_PCA_85__KMEANS__K5,489,3,0,1.0
R1_PCA_85__KMEANS__K5,489,4,1,1.0
R1_PCA_85__KMEANS__K5,490,0,0,0.7272727272727273
R1_PCA_85__KMEANS__K5,490,1,1,0.9411764705882353
R1_PCA_85__KMEANS__K5,490,2,3,0.7333333333333333
R1_PCA_85__KMEANS__K5,490,3,2,1.0
R1_PCA_85__KMEANS__K5,490,4,4,1.0
R1_PCA_85__KMEANS__K5,491,0,0,1.0
R1_PCA_85__KMEANS__K5,491,1,2,0.5555555555555556
R1_PCA_85__KMEANS__K5,491,2,4,0.9230769230769231
R1_PCA_85__KMEANS__K5,491,3,1,1.0
R1_PCA_85__KMEANS__K5,491,4,3,0.65
R1_PCA_85__KMEANS__K5,492,0,3,1.0
R1_PCA_85__KMEANS__K5,492,1,4,0.6818181818181818
R1_PCA_85__KMEANS__K5,492,2,0,1.0
R1_PCA_85__KMEANS__K5,492,3,1,1.0
R1_PCA_85__KMEANS__K5,492,4,2,0.5625
R1_PCA_85__KMEANS__K5,493,0,2,1.0
R1_PCA_85__KMEANS__K5,493,1,4,0.7222222222222222
R1_PCA_85__KMEANS__K5,493,2,0,0.8333333333333334
R1_PCA_85__KMEANS__K5,493,3,1,1.0
R1_PCA_85__KMEANS__K5,493,4,3,0.631578947368421
R1_PCA_85__KMEANS__K5,494,0,0,1.0
R1_PCA_85__KMEANS__K5,494,1,2,0.8125
R1_PCA_85__KMEANS__K5,494,2,3,0.9090909090909091
R1_PCA_85__KMEANS__K5,494,3,4,1.0
R1_PCA_85__KMEANS__K5,494,4,1,0.7894736842105263
R1_PCA_85__KMEANS__K5,495,0,0,1.0
R1_PCA_85__KMEANS__K5,495,1,4,0.9
R1_PCA_85__KMEANS__K5,495,2,2,0.9166666666666666
R1_PCA_85__KMEANS__K5,495,3,3,1.0
R1_PCA_85__KMEANS__K5,495,4,1,0.7857142857142857
R1_PCA_85__KMEANS__K5,496,0,4,1.0
R1_PCA_85__KMEANS__K5,496,1,2,1.0
R1_PCA_85__KMEANS__K5,496,2,0,1.0
R1_PCA_85__KMEANS__K5,496,3,1,1.0
R1_PCA_85__KMEANS__K5,496,4,3,1.0
R1_PCA_85__KMEANS__K5,497,0,2,1.0
R1_PCA_85__KMEANS__K5,497,1,3,1.0
R1_PCA_85__KMEANS__K5,497,2,1,1.0
R1_PCA_85__KMEANS__K5,497,3,0,1.0
R1_PCA_85__KMEANS__K5,497,4,4,1.0
R1_PCA_85__KMEANS__K5,498,0,4,1.0
R1_PCA_85__KMEANS__K5,498,1,1,0.8095238095238095
R1_PCA_85__KMEANS__K5,498,2,0,1.0
R1_PCA_85__KMEANS__K5,498,3,3,1.0
R1_PCA_85__KMEANS__K5,498,4,2,0.75
R1_PCA_85__KMEANS__K5,499,0,2,1.0
R1_PCA_85__KMEANS__K5,499,1,4,0.85
R1_PCA_85__KMEANS__K5,499,2,1,0.9230769230769231
R1_PCA_85__KMEANS__K5,499,3,3,1.0
R1_PCA_85__KMEANS__K5,499,4,0,0.7333333333333333
R1_PCA_85__KMEANS__K5,500,0,3,1.0
R1_PCA_85__KMEANS__K5,500,1,2,1.0
R1_PCA_85__KMEANS__K5,500,2,0,1.0
R1_PCA_85__KMEANS__K5,500,3,1,1.0
R1_PCA_85__KMEANS__K5,500,4,4,1.0
R1_PCA_85__KMEANS__K5,501,0,0,1.0
R1_PCA_85__KMEANS__K5,501,1,2,1.0
R1_PCA_85__KMEANS__K5,501,2,4,1.0
R1_PCA_85__KMEANS__K5,501,3,3,1.0
R1_PCA_85__KMEANS__K5,501,4,1,1.0
